qid,model,prompt,resp
75,ground_truth,"幫我把下列英文文章翻譯成中文：
A portrait of William Shakespeare and a copy of a speech from ""A Midsummer Night’s Dream"" were sent to the edge of space as part of a short film series marking 400 years since the first volume of the playwright’s works was published.
Shakespeare’s First Folio was compiled by his friends and published on Nov. 8, 1623, seven years after his death. Some 750 copies are believed to have been printed, containing 36 of the 37 plays Shakespeare wrote, arranged for the first time as comedies, tragedies and histories.
To mark the anniversary, filmmaker Jack Jewers made six short films addressing contemporary themes including space exploration, the impact of the COVID pandemic and the war in Ukraine using six of Shakespeare’s speeches and poems.
The First Folio is considered one of the most important books in English literature. Without it, 18 plays, including ""Macbeth"", would have been lost.","一幅莎士比亞肖像和擷取自「仲夏夜之夢」的對白被送上太空邊界，作為紀念首本作品集出版400年所拍攝的一系列短片中的一環。
莎士比亞的「第一對開本」在其過世7年後由友人於1623年11月8日編纂出版，據信印製約750本，涵蓋莎士比亞37部作品中的36部，也是第一次以喜劇、悲劇和歷史劇分類。
為了週年紀念，導演傑克．朱爾斯使用6段莎士比亞的對白和詩句，拍攝6部講述當代議題的短片，包含太空探索、新冠疫情衝擊和烏俄戰爭。
第一對開本被視為是英文文學史上最重要的書本之一，若無此書，包含「馬克白」等18部作品將會佚失。"
76,ground_truth,"幫我把下列英文文章翻譯成中文：
Italy’s government has earmarked 2.9 million euros to tackle the spread of a particularly aggressive crab species that is threatening the country’s role as one of the world’s top producers of clams.
The ""blue crab"", originating from the western Atlantic, has spread across several lagoon-like locations in Italy, preying on local shellfish, fish roe and other aquatic life, to despair of the clams aquafarm industry.
Experts say it is unclear why they are now multiplying with such speed or whether there could be a link to climate change.
According to a draft seen by Reuters, the 2.9 million euros will be given to fishing cooperatives and aquafarmers who are trying to curb blue crab numbers with a large-scale fishing campaign.","義大利政府已撥款290億歐元，準備應對一種特別具有攻擊性的螃蟹物種的蔓延，這種螃蟹正在威脅該國身為全球最大蛤類生產國之一的地位。
這種來自西大西洋的「藍蟹」已遍布義大利多個像是潟湖的地點，捕食當地貝類、魚卵和其他水生生物，令蛤蜊養殖業感到絕望。
專家說，目前尚不清楚牠們為何以如此快的速度繁衍，也不清楚是否與氣候變遷有關。
根據《路透》看到的政府草案，這290萬歐元將提供給試圖透過大規模捕撈活動，來遏制藍蟹數量的漁業合作社和水產養殖業者。"
77,ground_truth,"請翻譯成中文：
Germany plans to extend the electricity and gas price caps it introduced last year until March 2024, a source told Reuters on Friday.
Berlin last year introduced a 200-billion-euro relief package to help companies and households shoulder soaring electricity and gas bills following Russia’s invasion of Ukraine and a drop in Russian gas exports.
The government, however, plans to abolish a sales tax cut for gas and district heating it introduced as part of last year’s relief measures at the beginning of 2024, the source said, amid more stabilized prices and a tighter federal budget.","一名消息人士週五告訴路透，德國計畫將去年實施的電力和天然氣價格上限，延長到2024年3月。
柏林去年實施一份2000億歐元的紓困方案，協助企業和家庭負擔因為俄羅斯侵略烏克蘭和減少天然氣出口而上漲的電價和天然氣費用。
然而，在價格已較為穩定以及聯邦預算更為緊縮之際，德國政府打算從2024年初起，廢除去年紓困措施中的天然氣和區域供暖銷售稅減稅措施，這名消息人士說。"
78,ground_truth,"幫我把下列英文文章翻譯成中文：
A new shot for infants against RSV is in short supply, and U.S. health officials told doctors they should prioritize giving the drug to babies at the highest risk of severe disease.
Infants less than 6 months who have chronic lung disease or other underlying conditions should be given priority, the Centers for Disease Control and Prevention told doctors in a Monday evening advisory.
RSV, or respiratory syncytial virus, is a common cause of coldlike symptoms that can be dangerous for young children. A seasonal virus, it’s being widely reported in the southern United States and is expected to continue to spread over the next month or two.
The new, one-time shot is a lab-made antibody that helps the immune system fight off the virus. Sold under the brand name Beyfortus, the drug was developed by AstraZeneca and Sanofi. ","一種針對嬰兒呼吸道融合病毒（RSV）的新疫苗供應短缺，美國衛生官員告訴醫生，他們應該優先給患嚴重疾病風險最高的嬰兒注射這種藥物。
美國疾病管制暨預防中心在週一晚間的一份通知中告訴醫生，患有慢性肺病或其他潛在病症的6個月以下嬰兒，應該優先接種。
RSV，或稱「呼吸道融合病毒」，是引起類感冒症狀的常見原因，對幼兒來說可能很危險。做為一種季節性病毒，它在美國南部被廣泛通報，預計將在未來1至2個月內繼續傳播。
這種新的一次性疫苗是一種實驗室製造的抗體，可幫助免疫系統抵抗病毒。這種藥物的品牌名稱是「Beyfortus」，由阿斯特捷利康和賽諾菲開發。"
79,ground_truth,"我需要一個中文的翻譯：
The Egyptian Theatre, a historic movie house that hosted Hollywood’s first film premiere a century ago, will re-open to the public this week after a multi-million-dollar restoration by Netflix.
The company that pioneered watching movies at home stepped in three years ago to refurbish one of the most famous theaters in Los Angeles. Built during the silent film era, the Egyptian rolled out Hollywood’s first red carpet for the premiere of ""Robin Hood"" starring Douglas Fairbanks in 1922.
Netflix said it spent $70 million to restore the theater, preserving its original Egyptian Revival design in the courtyard and inside the building while adding updated sound and projection equipment.
""If you had seen the theater over the last couple of years before we were able to get in and do this work, you’d see it was showing every bit of its 100 years,"" Netflix Co-CEO Ted Sarandos said in an interview. ""To be able to bring it back, and it’s a beautiful movie house, is just an incredible point of pride for us.""","一個世紀以前舉辦好萊塢首場電影首映的歷史級影院埃及劇院，在網飛出資數千萬美元整修後將重新對公眾開放。
開拓居家觀影的網飛在三年前接手整修這間洛杉磯最有名的劇院之一。埃及劇院是在默片時代所建，在1922年為道格拉斯．費爾班克斯主演的「羅賓漢」首映張開首張好萊塢紅毯。
網飛表示，整修劇院花費7000萬美元，在庭院和內部保存了原始的埃及復興風格設計，同時對音效和放映設備進行升級。
網飛共同執行長泰德．薩蘭多斯在訪問中表示，「如果你在我們入主、動工的數年前見過這間劇院，那麼這100年來的每個細節都會呈現在你眼前」、「能夠讓這間美麗的電影院回歸，對我們來說是極大的驕傲」。"
80,ground_truth,"幫我把下列英文文章翻譯成中文：
A California company parlayed its water recycling expertise into the creation of a beer made from a San Francisco residential building’s wastewater.
Water treatment company Epic Cleantec teamed with Devil’s Canyon Brewing Co. to create Epic OneWater Brew, a K?lsch-style ale made using recycled water from showers, sinks and washing machines in Fifteen Fifty, a 40-story luxury apartment building.
The beer is not currently for sale due to regulations banning recycled wastewater from being used in commercial beverages, but it proved to be a big hit at a conference on sustainable building technologies.
""We ended up producing just over 7,000 cans, not as a commercial product, but as an educational effort,"" said Aaron Tartakovsky, CEO and co-founder of Epic Cleantec.","加利福尼亞州一家企業利用其水資源回收專業知識，將舊金山一棟住宅大樓的廢水生產成啤酒。
水處理公司Epic Cleantec與釀酒廠Devil’s Canyon合作，利用40層奢華公寓大樓「1550」的浴室、洗手台和洗衣機的回收水，釀造出一種名為Epic OneWater Brew的科隆麥芽啤酒。
這款啤酒目前並未販售，因為法規禁止回收的廢水被用於製造商業飲料，但事實證明，它在一場有關永續建築技術的會議上大受歡迎。
Epic Cleantec執行長兼共同創辦人艾倫‧塔爾塔科夫斯基說：「我們最終生產7000多罐，不是當成商業產品，而是一種教育努力。」"
81,ground_truth,"我需要一個中文的翻譯：
Christmas Tree Shops will liquidate all of its stores and go out of business unless a white knight comes out of the woodwork at the 11th hour.
The discount retail chain, which sold a variety of home goods, disclosed in a court filing last week that it defaulted on a $45 million loan and is closing its roughly 70 stores in the coming weeks.
The closure comes after it filed for Chapter 11 bankruptcy in May in a bid to turn around the 53-year-old company.
However, its sales continued to decline and Christmas Tree Shops ran out of the money it needed to go forward with the bankruptcy plan. Late last week, the company decided to permanently close its business instead.","除非在最後一刻突然出現救星，「耶誕樹商店」將關閉其所有門市與結束營業。
一份法庭文件上週披露，這家販售各種家用品的折扣零售連鎖店，拖欠4500萬美元貸款，將在未來數週內關閉其約70家門市。
在關閉所有門市之前的今年5月，該公司曾根據美國破產法第11章申請破產，企圖翻轉這家有53年歷史的公司的命運。
然而，該公司業績持續下滑，「耶誕樹商店」耗盡推展破產計劃所需的資金。上週稍晚，該公司決定永久停業。"
82,ground_truth,"以下提供英文文章，請幫我翻譯成中文：
On a recent vacation in Tokyo, Takumi Yamamoto opted for a special lunch of cricket curry and silkworm sashimi, washed down with a water bug cider.
The 26-year-old office worker, from the western prefecture of Hyogo, is one of scores of consumers across the world who have taken an interest in entomophagy, or eating insects, as bugs slowly become a more viable food source.
As a child, Yamamoto said he sometimes snacked on soy-sauce basted grasshoppers. In Tokyo, he indulged in insect cuisine at Take-Noko cafe, which embraces all things buggy.
""It’s fun to select from a wider variety of dishes,"" Yamamoto said at the cozy second-floor cafe, surrounded by insect art and terrariums of skittering beetles, ants and cockroaches.","最近到東京度假時，山本拓海（音譯）選擇吃一頓與眾不同的午餐，點了蟋蟀咖哩和蠶生魚片，配著水蟲蘋果酒一起下肚。
隨著昆蟲慢慢成為較可行的食物來源，這名來自日本西部兵庫縣的26歲辦公室職員，是對吃昆蟲感興趣的全球廣大消費者之一。
山本說，他幼年有時會吃沾上醬油的蚱蜢當點心。來到東京後，他愛上Take-Noko咖啡廳的昆蟲美食，與昆蟲有關的東西在那應有盡有。
山本在舒適的咖啡廳二樓說：「從更多種類的菜餚中挑選很有趣。」這家咖啡廳四周都是昆蟲藝術品，還有飼養著飛舞的甲蟲、螞蟻和蟑螂的飼養箱。"
83,ground_truth,"幫我把下列英文文章翻譯成中文：
Amazon will soon make prescription drugs fall from the sky when the e-commerce giant becomes the latest company to test drone deliveries for medications.
The company said Wednesday that customers in College Station, Texas, can now get prescriptions delivered by a drone within an hour of placing their order.
The drone, programed to fly from a delivery center with a secure pharmacy, will travel to the customer’s address, descend to a height of about four meters — or 13 feet — and drop a padded package.
Amazon says customers will be able to choose from more than 500 medications, a list that includes common treatments for conditions like the flu or pneumonia, but not controlled substances.","亞馬遜很快就會讓處方藥從天而降，這家電子商務巨頭將成為最新一家測試無人機送藥的公司。
該公司週三表示，德州「學院站」的顧客現在可以在下單後1小時內，收到無人機送達的處方藥。
這架無人機按照程式設定，從一個有安全藥房的配送中心起飛，前往顧客的地址，下降到約4公尺（13英尺）的高度，並投下一個帶襯墊的包裹。
亞馬遜表示，顧客可以從500多種藥物中進行選擇，其中包括治療流感或肺炎等疾病的常用藥物，但不包括管制藥物。"
84,ground_truth,"幫我把下列英文文章翻譯成中文：
Professor Lo Chung-mau, the health minister of HK, said someone who lit up in areas where it is prohibited would be unlikely to ""hit back"" if everyone stared at them.
""When the members of the public see people smoking in non-smoking areas, even if no law enforcement officers can show up immediately, we can stare at the smokers,"" Professor Lo told a meeting of the Legislative Council’s health service panel.
""For example, when someone takes out a cigarette at a restaurant, everyone on the premises can stare at that person. I do not believe that person would dare to hit back at everyone as they are simply staring.""
Professor Lo said the behavior would help to create a ""non-smoking culture"" in the city.""Take queuing at a bus stop as an example. No one will say it requires the law to compel people to queue.""","香港醫務衛生局局長盧寵茂教授說，在禁止吸菸的地方點菸的人，只要所有人都瞪著他，他就不太可能「反擊」。
盧教授在立法會衛生事務委員會會議中說：「當民眾看到有人在非吸菸區吸菸時，即使執法人員未能立即到場，我們也能瞪著吸菸者。」
「例如，有人在餐廳拿出香菸的話，在場所有人可以一起瞪著那個人。我不相信那個人敢反抗，因為大家只是瞪著他而已。」
盧教授說，這種行為有助於在香港創造「不吸菸文化」。「以在公車站排隊為例，沒有人會說需要立法來促使人們排隊。」"
85,ground_truth,"請翻譯成中文：
U.S. regulators on Tuesday authorized another option for fall COVID-19 vaccination, updated shots made by Novavax.
Updated vaccines from Pfizer and Moderna began rolling out last month, intended for adults and children as young as age 6 months. Now the Food and Drug Administration has added another choice – reformulated Novavax shots open to anyone age 12 and older.
The Centers for Disease Control and Prevention already has urged most Americans to get a fall COVID-19 vaccination, shots tweaked to protect against a newer coronavirus strain. Novavax said shots will be available “in the coming days.” ","美國監管機構週二批准秋季接種COVID-19疫苗的另一種選擇，即諾瓦瓦克斯公司生產的更新版疫苗。
輝瑞和莫德納公司的更新版疫苗已於上月開始推出，適用於成人和6個月大的嬰兒。現在，美國食品暨藥物管理局又增加一個選擇：重新配製的Novavax疫苗，開放12歲及以上的任何人施打。
美國疾病管制暨預防中心已敦促大多數美國人在秋季接種COVID-19疫苗，這種疫苗經過調整，可預防較新的冠狀病毒株。諾瓦瓦克斯表示，將在「未來幾天內」提供疫苗。"
86,ground_truth,"我需要一個中文的翻譯：
Ottawa on Friday spelled out how a new law requiring digital giants to pay publishers for news content will work in practice, including how much it could cost Meta and Google.
The government estimated it could cost the two companies a combined Can$230 million by requiring them to make fair commercial deals with Canadian outlets for the news and information that is shared on their platforms, or face binding arbitration.
Meta reacted by calling the bill ""fundamentally flawed"" and vowed to continue blocking access in Canada to news articles on its Facebook and Instagram platforms. ","渥太華週五訂出一項要求數位巨擘向新聞內容發行商付費的新法律實施細則，包括元宇宙和Google公司可能要支付多少費用。
此法案要求這兩家公司針對在其平台上分享的新聞，與加國新聞和資訊機構訂出公平的商業協議，否則將面臨具約束力的仲裁，加國政府估計，這兩家公司可能因此合計要付出2億3000萬加幣。
元宇宙則回應指該法案「從根本上有瑕疵」，矢言持續在加國封殺在其臉書和Instagram平台上獲取新聞文章。"
87,ground_truth,"幫我把下列英文文章翻譯成中文：
Nadine, a social robot powered by Artificial Intelligence with human-like gestures and expressions, could have an important future role to play in tending to the sick and elderly, according to a professor who helped invent it.
Nadia Magnenat Thalmann, a robot expert from the University of Geneva, who served as the model for Nadine’s dark brown eyes and auburn hair, said Nadine and robots like it could prove more effective than human carers.
""Nadine has time 24 hours a day. The others have no time,"" Thalmann said.
Global competition for nurses and carers is heating up, especially after COVID-19 and some countries are experiencing a staffing crisis in care homes which some think humanoid robots could one day ease.","由人工智慧驅動、有著與人類相似的手勢和表情的社交機器人Nadine，未來可能在照護病人和長輩上扮演重要角色，協助創造它的教授這麼說道。
日內瓦大學機器人專家納蒂亞‧瑪格內納特‧塔爾曼，是Nadine深棕色眼眸和赭色髮絲的原型。她說，Nadine及其他類似的機器人可能會被證明比人類照護者更有用處。
塔爾曼說：「Nadine全天候待命。其他人可沒這麼多時間。」
全球護理師和照護者的搶人大賽日益激烈，尤其在新冠肺炎後，某些國家正經歷照護機構人力危機，而有人認為，類似人類的機器人有一天能舒緩這個狀況。"
88,ground_truth,"我需要一個中文的翻譯：
From ""Star Wars"" droid C-3PO’s head to Leonardo DiCaprio’s ""Titanic"" costume, a trove of costumes and props are headed to auction next month in a sale of film and television memorabilia worth around $14.6 million.
""We have his complete archive from his time of working on the ’Star Wars’ films so that includes some of the props and body components and parts, his head, his hands, his feet,"" Propstore founder and Chief Executive Stephen Lane told Reuters.
Costumes for sale include a shirt, waistcoat and trousers DiCaprio wore in ""Titanic"" , Honey Ryder’s bathrobe as worn by Ursula Andress in ""Dr. No"" and Johnny Depp’s stunt costume from ""Pirates of the Caribbean: On Stranger Tides"" .
""The demand is growing and we’re seeing things travel all over the world...and they’re bought by passionate fans and lovers of the movies, collectors,"" Stephen Lane said. ""But some of these items also end up in museums and studio archives as well.""","從「星際大戰」機器人C-3PO的頭到李奧納多．狄卡皮歐在「鐵達尼號」中穿著的服裝，豐富的戲服和道具將在下個月一場價值達1460萬美元的電影、電視收藏品拍賣會中登場。
Propstore創辦人兼執行長史蒂芬．連恩向路透表示，「我們有C-3PO在拍攝星際大戰時的完整素材，包括一些道具和身體部件、零件，他的頭盔、手臂和腳。」
拍賣的戲服包括狄卡皮歐在鐵達尼號中穿著的襯衫、西裝背心和和褲子；烏蘇拉．安德絲在007電影「第七號情報員」穿著的浴袍；強尼．戴普在「神鬼奇航：幽靈海」的特技戲服。
史蒂芬．連恩說，「需求持續成長，我們看著這些東西在全世界通行，由那些熱情粉絲、電影愛好者和收藏家所購買」、「但部分物品最後也進到了博物館和片場檔案室。」"
89,ground_truth,"幫我把下列英文文章翻譯成中文：
Dutch brewer Heineken on Friday announced it was pulling out of Russia after selling its operations to the Arnest Group, the largest Russian manufacturer of cosmetics, household goods and metal packaging.
Like other major Western companies, Heineken pledged last year to quit Russia, but drew criticism earlier this year after a Dutch investigative website reported that it was continuing its Russian sales.
The brewer said in a statement Friday that the sale had received all the necessary approvals and ""concludes the process Heineken initiated in March 2022 to exit Russia"". ","荷蘭啤酒釀造公司海尼根週五宣布，將俄羅斯業務出售給俄羅斯最大化妝品、居家用品和金屬包裝製造商Arnest集團後，撤離俄羅斯。
就像其他主要西方企業，海尼根去年承諾退出俄國，但今年早些時候，荷蘭一個調查網站報告指該公司仍持續在俄國銷售，引發批評。
這家釀酒公司週五在一份聲明中說，這筆出售案已獲得所有必要的批准，並且「完成了海尼根在2022年3月啟動的退出俄國程序」。"
90,ground_truth,"請將這段英文翻譯成中文：
The Tropicana Las Vegas, built in 1957, held the city’s longest-running cabaret and was synonymous with its swinging midcentury glory. It could be torn down to make way for a baseball stadium.
It’s been decades since the heyday of the Tropicana. And Las Vegas, always evolving, is finally offering a form of entertainment found in other big American cities: major professional sports teams. Now the faded resort, one of the city’s oldest casinos, stands in the way.
The governor of Nevada signed a bill agreeing to finance up to $380 million of the $1.5 billion stadium to lure the Oakland Athletics to a site on the Las Vegas Strip.","建於1957年的「賭城熱帶花園」酒店，曾是該市最長壽歌舞秀的獻藝地及其在20世紀中葉的璀璨輝煌的代名詞。該酒店可能會被拆掉，讓位給一座棒球場。
「熱帶花園」的盛況已是數十年前的往事，而總是不斷進化的賭城終於要提供一種常見於其他美國大城的娛樂形式：職業運動聯盟球隊。而今這座已凋零兼該市最古老賭場之一的度假酒店，成為擋路石。
內華達州州長已簽署一項法案，同意為這座造價15億美元的體育場提供高達3.8億美元的資金，以吸引奧克蘭運動家隊移師賭城大道。"
91,ground_truth,"幫我把下列英文文章翻譯成中文：
The United Auto Workers union wants to emerge from its strike against Detroit’s three major automakers with at least a 30% pay raise, according to people familiar with the matter.
That’s the level — which is lower than the around 40% hike it initially proposed to Ford Motor Co., General Motors Co. and Stellantis NV — that the union believes will allow it to satisfy existing members and organize non-union plants.
Automaker stocks were buoyed by the news. GM and Stellantis’ US shares each gained 2.5% on Thursday, while Ford rose 1.4%.
A wage bump of at least 30% is expected to generate interest from non-unionized auto workers and help grow the union’s membership, according to the people.","根據熟悉此事的人說法，聯合汽車工會希望針對底特律3大汽車製造商的罷工行動，能獲得至少加薪30％的成果。
工會相信，這個加薪幅度—低於該工會原本向福特汽車、通用汽車和斯特蘭蒂斯公司提出的約40％—能使其讓現有會員滿意，並且在無工會的工廠組織工會。
汽車股股價受到這個消息激勵，通用和斯特蘭蒂斯股價週四各漲2.5％，福特漲1.4％。
根據消息人士說法，加薪至少30％，預期能吸引未加入工會的汽車工人的興趣，協助增加工會人數。"
92,ground_truth,"幫我把下列英文文章翻譯成中文：
A Danish artist who was given a pile of cash by a museum in northern Denmark to create a piece for its exhibition on labor conditions two years ago submitted two empty canvases — titled “Take the Money and Run.” The exhibit caused a stir.
A Danish court ruled last week that Jens Haaning has to repay 492,549 kroner to Kunsten Museum in Aalborg for having violated his contract. His lawyer said that the contemporary artist is appealing the ruling.
The museum had commissioned Haaning in 2021 to recreate two of his earlier pieces featuring bank notes attached to canvases representing the average annual wage in Denmark and Austria.
Instead, the artist sent the museum two empty frames entitled “Take the Money and Run,” saying he had created new, “better” pieces to fit the exhibition’s theme.","兩年前，一名收到丹麥北部一家博物館一筆現金，以為其勞動條件展創作一幅作品的丹麥藝術家，交出兩塊空白畫布—標題為「捲款跑路」。該展覽引起轟動。
丹麥法院上週判決，詹斯‧哈寧因違反契約，必須償還奧爾堡現代藝術博物館49萬2549丹麥克朗。他的律師說，這位當代藝術家正對判決提出上訴。
這家博物館2021年委託哈寧，重新創作他兩幅早前將鈔票貼在畫布上、代表丹麥與奧地利平均年薪的創作。
這位藝術家反倒送交博物館兩個標題為「捲款跑路」的空白畫框，表示他創作了新的、「更好的」作品，以符合展覽主題。"
93,ground_truth,"以下提供英文文章，請幫我翻譯成中文：
In one of Keiko Kawano’s recent classes, more than a dozen Tokyo art school students held mirrors to their faces, stretching the sides of their mouths upward with their fingers: they were practising how to smile.
It’s not something most people would think to pay for but Kawano’s services as a smile instructor are seeing a surge in demand in Japan.
Kawano’s company Egaoiku has seen a more than four-fold jump in demand from last year, with customers ranging from companies seeking more approachable salespeople and local governments looking to improve their residents’ well-being. An hour-long one-on-one lesson costs 7,700 yen.
""Culturally, a smile signifies that I’m not holding a gun and I’m not a threat to you,"" she said. With a surge in inbound tourists, Japanese people need to communicate with foreigners with more than just their eyes, she added.","在川野惠子最近的課堂上，東京藝術大學的10多名學生在面前舉起鏡子，並用手指把嘴角往上拉伸：他們正在練習如何微笑。
這不是大多數人會考慮付費的課程，但身為微笑講師的川野所提供的內容，在日本的需求直線上升。
川野的公司「笑顏育」去年以來業績跳升超過4倍，且客戶來源廣泛，有希望業務員更和藹可親的企業，也有希望改善居民健康的地方政府。1小時的1對1課程收費7700日圓。
她說：「在文化上，露出微笑表示我沒有拿著槍，我不會為你帶來威脅。」隨著赴日旅客激增，日本人除了眼神交流外，還必須與外籍人士溝通。"
94,ground_truth,"以下是一篇英文內容，請幫我翻譯成中文：
North Korea said on Thursday Japan should immediately halt the release of wastewater from the wrecked Fukushima nuclear power plant, state media reported, hours after Japan began releasing treated water into the Pacific Ocean.
In a statement carried by the KCNA news agency, North Korea’s foreign ministry criticised the release, calling it an ""unforgivable crime against humanity"" that Japan will be held accountable for.
""Japan should immediately withdraw the dangerous release of radioactive wastewater which seriously threatens the lives, safety and the future of humanity,"" the statement said. ","週四在日本開始將福島核電廠廢水排入太平洋後數小時，北韓國營媒體報導，北韓說日本應該立即停止從這座毀損的核電廠排放廢水。
在北韓中央通信社報導一份聲明中，北韓外交部批評排放核廢水是「不可原諒的違反人道罪行」，日本將會被追究責任。
這份聲明說，「日本應該立即取消排放輻射廢水的危險之舉，此舉嚴重威脅人類生命、安全和未來」。"
95,ground_truth,"幫我把下列英文文章翻譯成中文：
Donald Trump is dominating the early stages of the Republican presidential primary even as he’s refused to endorse a federal ban on abortion, allowing some top rivals to get to the right of him on an issue that animates many conservative activists.
Aiming to return to the White House, the former president often notes how his presidency advanced the cause of abortion opponents. He appointed three conservative Supreme Court justices who helped overturn Roe v. Wade, abolishing the federally guaranteed right to the procedure and fulfilling the decades-long aspirations of anti-abortion activists.
But Trump has so far declined to go along with some of his rivals, most notably his onetime vice president, Mike Pence, who is pushing for national bans that would take effect relatively early into a pregnancy.","川普在共和黨總統初選的初期階段居主導地位，即使他拒絕支持聯邦禁止墮胎的規定，這也讓一些主要競爭對手，在這個鼓舞許多保守派行動者的問題上，站在他的對立面。
為了重返白宮，這位前總統經常指出總統任期內如何推動反對墮胎者的事業，他任命3位保守派最高法院大法官，他們幫助推翻「羅訴韋德案」，廢除聯邦政府保障的墮胎權，並實現反墮胎行動者數十年來的願望。
但川普迄今為止拒絕與他的一些競爭者立場一致，最著名的是他曾經的副總統彭斯，後者正在推動全國（墮胎）禁令，這些禁令將在相對較早的懷孕階段生效。"
96,ground_truth,"請翻譯成中文：
With displays ranging from tweed suits to an array of little black dresses, a new London exhibition looks at the work of one of fashion’s most famous names - French designer Gabrielle ""Coco"" Chanel.
Opening at the V&A museum on Saturday, ""Gabrielle Chanel. Fashion Manifesto"" is the first British exhibition dedicated to the designer’s creations and longstanding influence on fashion.
""One of the key influences that Gabrielle Chanel has had on the way we dress today is a sense of adaptability and practicality,"" Connie Karol Burks, curator of the department for textiles and fashion since 1900 at the museum, told Reuters.
""She was constantly thinking about movement and being comfortable and being able to enjoy wearing your clothes.""","從展示斜紋軟呢套裝到一整列的巧緻黑色連衣裙，一場位於倫敦的新展覽把目光放在時尚界最知名人物之一的作品上-法國設計師嘉柏麗．「可可」．香奈兒。
於維多利亞與艾伯特博物館開幕的「嘉柏麗．香奈兒 時尚宣言」，是首次在英國展現這位設計師的創作及對時尚歷久不衰的影響力。
紡織與時尚部門館長康妮．卡羅爾．柏克斯表示，「嘉柏麗．香奈兒對我們今日穿著的其中一個關鍵影響，在於適應性和實用性的認知上。」
「她不斷思考關於移動、舒適感和穿衣時的愉悅感等問題。」"
97,ground_truth,"幫我把下列英文文章翻譯成中文：
A lighthouse on Kaigarajima island, part of the disputed Northern Territories, has been lit for the first time in about nine years, the Japan Coast Guard confirmed on Aug. 26.
A patrol boat sailing off Cape Nosappu in Nemuro saw a whitish light emanating from the lighthouse after sunset on Aug. 26, although the structure was not clearly visible due to fog at sea, the coast guard said.
Kaigarajima island belongs to the Habomai group of islets off the coast of eastern Hokkaido.
Soviet forces seized the Northern Territories at the end of World War II. Japan claims sovereignty over the islands, but they are controlled by Russia, including Kaigarajima island.
Japan installed the lighthouse in 1937 for the safety of navigation in the area marked by fast currents and reefs.","日本海上保安部8月26日證實，位於有主權爭議的北方領土之一的貝殼島上的一座燈塔，在睽違約9年後首次點燈。
該部表示，8月26日日落後，一艘在（北海道）根室的納沙布岬附近航行的巡邏艇，看到該燈塔發出灰白色的光芒，然因海上有霧，無法清楚看見該燈塔塔身。
貝殼島屬於北海道東部海岸附近的齒舞群島。
蘇聯部隊在二戰結束時佔領北方領土。日本雖聲稱仍擁有這些島嶼的主權，然其（實際上）由俄羅斯控制，包括貝殼島。
日本在1937年設置這座燈塔，以確保在這個多急流與暗礁的區域的航行安全。"
98,ground_truth,"以下是一篇英文內容，請幫我翻譯成中文：
The Georgia Department of Driver Services issued an unusual reminder for residents taking advantage of the state’s new digital driver’s licenses and IDs: ""Please take pictures with your clothes on.""
The department said in a Facebook post that residents are being asked to ensure they are ""keeping things classy"" when snapping selfies for their digital licenses and IDs, which allow Apple Wallet users to leave their physical copies in their wallet when passing through TSA checkpoints.
""Attention, lovely people of the digital era,"" the post reads. ""Please take pictures with your clothes on when submitting them for your Digital Driver’s License and IDs.""
""Let’s raise our virtual glasses and toast to the future,"" DDS officials wrote. ""Cheers to technology and keeping things classy!""","喬治亞州監理部門針對使用該州最新數位駕照及身分證的居民，發布一則異乎尋常的通知：「請在拍照時穿上衣服。」
該部門在臉書文章中，要求居民在拍攝數位駕照和身分證的自拍照時務必「保持優雅」。數位駕照和身分證讓「蘋果錢包」用戶在通過美國運輸管理局安檢站時，可以不用把實體駕照和身分證從錢包拿出來。
該文章寫道：「數位時代的可愛民眾請注意，麻煩穿上衣服自拍，再上傳成數位駕照和身分證。」
監理部門官員寫道：「讓我們假裝舉杯敬未來，為科技乾杯，並保持優雅！」"
99,ground_truth,"請將這段文字翻譯成中文：
Kose Corp. unleashed an advertising campaign for a beauty serum from its Cosme Decorte luxury line featuring Japanese two-way superstar Shohei Ohtani during the World Baseball Classic in March.
The “Ohtani effect” was out of the ballpark.
“Middle-aged or older men, who are not usually expected on cosmetics floors of department stores, drop in and ask for the serum, just pointing to the purple-colored container and without even inquiring about its price,” Kazutoshi Kobayashi, president of the company told The Asahi Shimbun. “I am surprised to say the least.”","高絲公司在今年3月世界棒球經典賽期間，推出以二刀流超級球星大谷翔平為主角、（推銷）旗下奢華路線品牌黛珂的1款美容精華液的廣告。
結果「大谷效應」大爆發。
「通常不預期會現身百貨公司化妝品樓層的中老年男性，會順道過來買精華液，（他們）就只是指著（大谷代言的）紫色瓶子，甚至連價格都沒問，」該公司社長小林一俊告訴《朝日新聞》。「我至少可以說感到非常驚訝。」"
